File,Window,Time Start,Time End,Predicted,Ground Truth
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,31,31.0,32.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,32,32.0,33.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,33,33.0,34.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,34,34.0,35.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,35,35.0,36.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,36,36.0,37.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,37,37.0,38.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,38,38.0,39.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,39,39.0,40.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,40,40.0,41.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,41,41.0,42.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,42,42.0,43.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,43,43.0,44.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,44,44.0,45.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,45,45.0,46.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,46,46.0,47.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,47,47.0,48.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,48,48.0,49.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,49,49.0,50.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,50,50.0,51.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,51,51.0,52.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,52,52.0,53.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,53,53.0,54.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,54,54.0,55.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,55,55.0,56.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,56,56.0,57.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,57,57.0,58.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,58,58.0,59.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,59,59.0,60.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,60,60.0,61.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,61,61.0,62.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,62,62.0,63.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,63,63.0,64.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,64,64.0,65.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,65,65.0,66.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,66,66.0,67.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,67,67.0,68.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,68,68.0,69.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,69,69.0,70.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,70,70.0,71.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,71,71.0,72.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,72,72.0,73.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,73,73.0,74.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,74,74.0,75.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,75,75.0,76.0,Humpback Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,76,76.0,77.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,77,77.0,78.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,78,78.0,79.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,79,79.0,80.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,80,80.0,81.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,81,81.0,82.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,82,82.0,83.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,83,83.0,84.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,84,84.0,85.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,85,85.0,86.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,86,86.0,87.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,87,87.0,88.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,88,88.0,89.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,89,89.0,90.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,90,90.0,91.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,91,91.0,92.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,92,92.0,93.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,93,93.0,94.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,94,94.0,95.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,95,95.0,96.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,96,96.0,97.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,97,97.0,98.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,98,98.0,99.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,99,99.0,100.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,100,100.0,101.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,101,101.0,102.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,102,102.0,103.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,103,103.0,104.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,104,104.0,105.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,105,105.0,106.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,106,106.0,107.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,107,107.0,108.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,108,108.0,109.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,109,109.0,110.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,110,110.0,111.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,111,111.0,112.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,112,112.0,113.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,113,113.0,114.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,114,114.0,115.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,115,115.0,116.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,116,116.0,117.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,117,117.0,118.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,118,118.0,119.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,119,119.0,120.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,120,120.0,121.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,121,121.0,122.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,122,122.0,123.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,123,123.0,124.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,124,124.0,125.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,125,125.0,126.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,126,126.0,127.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,127,127.0,128.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,128,128.0,129.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,129,129.0,130.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,130,130.0,131.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,131,131.0,132.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,132,132.0,133.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,133,133.0,134.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,134,134.0,135.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,135,135.0,136.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,136,136.0,137.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,137,137.0,138.0,khong,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,138,138.0,139.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,139,139.0,140.0,Long-Finned Pilot Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,140,140.0,141.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,141,141.0,142.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,142,142.0,143.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,143,143.0,144.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,144,144.0,145.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,145,145.0,146.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,146,146.0,147.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,147,147.0,148.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,148,148.0,149.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,149,149.0,150.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,150,150.0,151.0,Beluga White Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,151,151.0,152.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,152,152.0,153.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,153,153.0,154.0,Northern Right Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,154,154.0,155.0,Sperm Whale,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,155,155.0,156.0,Harp Seal,Northern Right Whale
audio2025_rec/Northern Right Whale/Northern Right Whale.wav,156,156.0,156.10775,khong,Northern Right Whale
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,0,0.0,1.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,1,1.0,2.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,2,2.0,3.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,3,3.0,4.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,4,4.0,5.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,5,5.0,6.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,6,6.0,7.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,7,7.0,8.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,8,8.0,9.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,9,9.0,10.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,10,10.0,11.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,11,11.0,12.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,12,12.0,13.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,13,13.0,14.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,14,14.0,15.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,15,15.0,16.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,16,16.0,17.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,17,17.0,18.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,18,18.0,19.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,19,19.0,20.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,20,20.0,21.0,khong,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,21,21.0,22.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,22,22.0,23.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,23,23.0,24.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,24,24.0,25.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,25,25.0,26.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,26,26.0,27.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,27,27.0,28.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,28,28.0,29.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,29,29.0,30.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,30,30.0,31.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,31,31.0,32.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,32,32.0,33.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,33,33.0,34.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,34,34.0,35.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,35,35.0,36.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,36,36.0,37.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,37,37.0,38.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,38,38.0,39.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,39,39.0,40.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,40,40.0,41.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,41,41.0,42.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,42,42.0,43.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,43,43.0,44.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,44,44.0,45.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,45,45.0,46.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,46,46.0,47.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,47,47.0,48.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,48,48.0,49.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,49,49.0,50.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,50,50.0,51.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,51,51.0,52.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,52,52.0,53.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,53,53.0,54.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,54,54.0,55.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,55,55.0,56.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,56,56.0,57.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,57,57.0,58.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,58,58.0,59.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,59,59.0,60.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,60,60.0,61.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,61,61.0,62.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,62,62.0,63.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,63,63.0,64.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,64,64.0,65.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,65,65.0,66.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,66,66.0,67.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,67,67.0,68.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,68,68.0,69.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,69,69.0,70.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,70,70.0,71.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,71,71.0,72.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,72,72.0,73.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,73,73.0,74.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,74,74.0,75.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,75,75.0,76.0,khong,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,76,76.0,77.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,77,77.0,78.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,78,78.0,79.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,79,79.0,80.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,80,80.0,81.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,81,81.0,82.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,82,82.0,83.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,83,83.0,84.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,84,84.0,85.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,85,85.0,86.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,86,86.0,87.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,87,87.0,88.0,Long-Finned Pilot Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,88,88.0,89.0,Sperm Whale,Pantropical Spotted Dolphin
audio2025_rec/Pantropical Spotted Dolphin/Pantropical Spotted Dolphin.wav,89,89.0,90.0,Pantropical Spotted Dolphin,Pantropical Spotted Dolphin
