File,Window,Time Start,Time End,Predicted,Ground Truth
clean/Humpback Whale/Humpback Whale_46.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_47.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_48.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_49.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_50.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_51.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_52.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_53.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_54.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_55.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_56.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_57.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_58.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_59.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_60.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_61.wav,0,0.0,1.0,White-beaked Dolphin,Humpback Whale
clean/Humpback Whale/Humpback Whale_62.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_63.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_64.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_65.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_66.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_67.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_68.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_69.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_70.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_71.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_72.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_73.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_74.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_75.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_76.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_77.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_78.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_79.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_80.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_81.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_82.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_83.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_84.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_85.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_86.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_87.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_88.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_89.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_90.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_91.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_92.wav,0,0.0,1.0,White-beaked Dolphin,Humpback Whale
clean/Humpback Whale/Humpback Whale_93.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_94.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_95.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_96.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_97.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_98.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_99.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_100.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_101.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_102.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_103.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_104.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_105.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_106.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_107.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_108.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_109.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_110.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_111.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_112.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_113.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_114.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_115.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_116.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_117.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_118.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_119.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_120.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_121.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_122.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_123.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_124.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_125.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_126.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_127.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_128.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_129.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_130.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_131.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_132.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_133.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_134.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_135.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_136.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_137.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_138.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_139.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_140.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_141.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_142.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_143.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_144.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_145.wav,0,0.0,1.0,Killer Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_146.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_147.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_148.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_149.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_150.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_151.wav,0,0.0,1.0,Harp Seal,Humpback Whale
clean/Humpback Whale/Humpback Whale_152.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_153.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_154.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_155.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_156.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_157.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_158.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_159.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_160.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_161.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_162.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_163.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_164.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_165.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_166.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_167.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_168.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_169.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_170.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_171.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_172.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_173.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_174.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_175.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_176.wav,0,0.0,1.0,Beluga White Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_177.wav,0,0.0,1.0,Harp Seal,Humpback Whale
clean/Humpback Whale/Humpback Whale_178.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_179.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_180.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_181.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_182.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_183.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_184.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_185.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_186.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_187.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_188.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_189.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_190.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_191.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_192.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_193.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_194.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_195.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_196.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_197.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_198.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_199.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_200.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_201.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_202.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_203.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_204.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_205.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_206.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_207.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_208.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_209.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_210.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_211.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_212.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_213.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_214.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_215.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_216.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_217.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_218.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Killer Whale/Killer Whale_0.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_1.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_2.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_3.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_4.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_5.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_6.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_7.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_8.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_9.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_10.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_11.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_12.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_13.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_14.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_15.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_16.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_17.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_18.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_19.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_20.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_21.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_22.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_23.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_24.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_25.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_26.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_27.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_28.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_29.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_30.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_31.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_32.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_33.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_34.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_35.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_36.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_37.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_38.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_39.wav,0,0.0,1.0,Humpback Whale,Killer Whale
clean/Killer Whale/Killer Whale_40.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_41.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_42.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_43.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_44.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_45.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_46.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_47.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_48.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_49.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_50.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_51.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_52.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_53.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_54.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_55.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_56.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_57.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_58.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_59.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_60.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_61.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_62.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_63.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_64.wav,0,0.0,1.0,White-beaked Dolphin,Killer Whale
clean/Killer Whale/Killer Whale_65.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_66.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_67.wav,0,0.0,1.0,Ross Seal,Killer Whale
clean/Killer Whale/Killer Whale_68.wav,0,0.0,1.0,Ross Seal,Killer Whale
clean/Killer Whale/Killer Whale_69.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_70.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_71.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_72.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_73.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_74.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_75.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_76.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_77.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_78.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_79.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_80.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_81.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_82.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_83.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_84.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_85.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_86.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_87.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_88.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_89.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_90.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_91.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_92.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_93.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_94.wav,0,0.0,1.0,Beluga White Whale,Killer Whale
clean/Killer Whale/Killer Whale_95.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_96.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_97.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_98.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_99.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_100.wav,0,0.0,1.0,khong,Killer Whale
clean/Killer Whale/Killer Whale_101.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_102.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_103.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_104.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_105.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_106.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_107.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_108.wav,0,0.0,1.0,Humpback Whale,Killer Whale
clean/Killer Whale/Killer Whale_109.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_110.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_111.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_112.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_113.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_114.wav,0,0.0,1.0,Killer Whale,Killer Whale
